day,time,operation
13,18:27,перешел в status TEST_STOPPING
13,18:27,перешел в status CANCELED
13,18:29,запустил test
13,18:29,запустил test
13,18:29,запустил test
13,18:29,стартовал grafana
13,18:29,стартовал grafana
13,18:29,стартовал grafana
13,18:32,перешел в status TEST_STOPPING
13,18:32,перешел в status CANCELED
13,18:32,перешел в status TEST_STOPPING
13,18:32,перешел в status CANCELED
13,18:32,перешел в status TEST_STOPPING
13,18:32,перешел в status CANCELED
13,18:39,запустил test
13,18:39,запустил test
13,18:39,запустил test
13,18:39,стартовал grafana
13,18:39,стартовал grafana
13,18:39,стартовал grafana
13,18:42,перешел в status TEST_STOPPING
13,18:42,перешел в status CANCELED
13,18:42,перешел в status TEST_STOPPING
13,18:42,перешел в status CANCELED
13,18:42,перешел в status TEST_STOPPING
13,18:42,перешел в status CANCELED
13,18:43,запустил test
13,18:43,запустил test
13,18:43,запустил test
13,18:43,стартовал grafana
13,18:43,стартовал grafana
13,18:43,стартовал grafana
13,18:47,перешел в status TEST_STOPPING
13,18:47,перешел в status CANCELED
13,18:47,перешел в status TEST_STOPPING
13,18:47,перешел в status CANCELED
13,18:47,перешел в status TEST_STOPPING
13,18:47,перешел в status CANCELED
13,18:49,запустил test
13,18:49,запустил test
13,18:49,запустил test
13,18:49,стартовал grafana
13,18:49,стартовал grafana
13,18:49,стартовал grafana
13,18:51,перешел в status TEST_STOPPING
13,18:51,перешел в status CANCELED
13,18:51,перешел в status TEST_STOPPING
13,18:51,перешел в status CANCELED
13,18:51,перешел в status TEST_STOPPING
13,18:51,перешел в status CANCELED
13,18:53,запустил test
13,18:53,запустил test
13,18:53,запустил test
13,18:53,стартовал grafana
13,18:53,стартовал grafana
13,18:53,стартовал grafana
13,18:56,перешел в status TEST_STOPPING
13,18:56,перешел в status CANCELED
13,18:56,перешел в status TEST_STOPPING
13,18:56,перешел в status CANCELED
13,18:56,перешел в status TEST_STOPPING
13,18:56,перешел в status CANCELED
13,18:58,запустил test
13,18:58,запустил test
13,18:58,стартовал grafana
13,18:58,запустил test
13,18:58,стартовал grafana
13,18:58,стартовал grafana
13,19:00,перешел в status TEST_STOPPING
13,19:00,перешел в status CANCELED
13,19:00,перешел в status TEST_STOPPING
13,19:00,перешел в status CANCELED
13,19:00,перешел в status TEST_STOPPING
13,19:00,перешел в status CANCELED
13,19:01,запустил test
13,19:01,запустил test
13,19:01,запустил test
13,19:01,стартовал grafana
13,19:01,стартовал grafana
13,19:01,стартовал grafana
13,19:03,перешел в status TEST_STOPPING
13,19:03,перешел в status CANCELED
13,19:03,перешел в status TEST_STOPPING
13,19:03,перешел в status CANCELED
13,19:03,перешел в status TEST_STOPPING
13,19:03,перешел в status CANCELED
13,19:05,запустил test
13,19:05,запустил test
13,19:05,запустил test
13,19:05,стартовал grafana
13,19:05,стартовал grafana
13,19:05,стартовал grafana
13,19:10,перешел в status TEST_STOPPING
13,19:10,перешел в status CANCELED
13,19:10,перешел в status TEST_STOPPING
13,19:10,перешел в status CANCELED
13,19:10,перешел в status TEST_STOPPING
13,19:10,перешел в status CANCELED
13,19:13,запустил test
13,19:13,запустил test
13,19:13,запустил test
13,19:13,стартовал grafana
13,19:13,стартовал grafana
13,19:13,стартовал grafana
13,19:48,перешел в status FINISHED
13,19:48,перешел в status FINISHED
13,19:48,перешел в status FINISHED
14,05:17,запустил test
14,05:17,запустил test
14,05:17,запустил test
14,05:20,стартовал grafana
14,05:20,стартовал grafana
14,05:20,стартовал grafana
14,05:55,перешел в status FINISHED
14,05:55,перешел в status FINISHED
14,05:55,перешел в status FINISHED
14,08:42,запустил test
14,08:44,стартовал grafana
14,08:49,перешел в status FINISHED
14,14:30,запустил test
14,14:31,перешел в status TEST_STOPPING
14,14:31,перешел в status FAILED
14,14:32,запустил test
14,14:33,стартовал grafana
14,14:38,перешел в status FINISHED
14,14:54,запустил test
14,15:02,стартовал grafana
14,15:37,перешел в status FINISHED
15,08:21,запустил test
15,08:21,запустил test
15,08:21,запустил test
15,08:24,стартовал grafana
15,08:24,стартовал grafana
15,08:24,стартовал grafana
15,08:45,команда создана в графане
15,08:45,подписка для команды создана
15,08:45,команда создана
15,08:45,зарегистрировался
15,09:00,перешел в status FINISHED
15,09:00,перешел в status FINISHED
15,09:00,перешел в status FINISHED
15,21:22,команда создана в графане
15,21:22,подписка для команды создана
15,21:22,команда создана
15,21:22,зарегистрировался
16,08:37,команда создана в графане
16,08:37,подписка для команды создана
16,08:37,команда создана
16,08:37,зарегистрировался
16,08:42,запустил test
16,08:44,стартовал grafana
16,08:56,перешел в status FINISHED
17,08:22,команда создана в графане
17,08:22,команда создана
17,08:22,подписка для команды создана
17,08:22,зарегистрировался
17,13:31,запустил test
17,13:33,стартовал grafana
17,13:38,перешел в status FINISHED
17,13:41,запустил test
17,13:43,стартовал grafana
17,13:44,перешел в status FAILED
17,14:14,запустил test
17,14:17,стартовал grafana
17,14:17,перешел в status FAILED
17,14:40,запустил test
17,14:41,стартовал grafana
17,14:42,перешел в status FINISHED
17,23:22,команда создана в графане
17,23:22,команда создана
17,23:22,подписка для команды создана
17,23:22,зарегистрировался
18,10:42,команда создана в графане
18,10:42,подписка для команды создана
18,10:42,команда создана
18,10:42,зарегистрировался
18,10:44,команда создана в графане
18,10:44,команда создана
18,10:44,подписка для команды создана
18,12:15,запустил test
18,12:17,стартовал grafana
18,12:17,перешел в status FINISHED
18,22:30,команда создана в графане
18,22:30,команда создана
18,22:30,подписка для команды создана
18,22:30,зарегистрировался
18,22:34,запустил test
18,22:36,стартовал grafana
18,22:38,перешел в status FINISHED
19,11:33,запустил test
19,11:34,стартовал grafana
19,11:39,перешел в status FINISHED
19,12:13,запустил test
19,12:14,стартовал grafana
19,12:16,перешел в status FAILED
19,15:46,запустил test
19,15:48,стартовал grafana
19,15:54,перешел в status FINISHED
20,15:39,команда создана в графане
20,15:39,команда создана
20,15:39,подписка для команды создана
20,15:39,зарегистрировался
20,17:50,запустил test
20,17:52,стартовал grafana
20,17:58,перешел в status FAILED
20,22:24,запустил test
20,22:26,стартовал grafana
20,22:32,перешел в status FAILED
20,23:36,запустил test
20,23:38,стартовал grafana
20,23:41,перешел в status TEST_STOPPING
20,23:41,перешел в status CANCELED
20,23:50,запустил test
20,23:52,стартовал grafana
21,01:27,перешел в status FINISHED
21,11:18,команда создана в графане
21,11:18,зарегистрировался
21,11:18,подписка для команды создана
21,11:18,команда создана
21,15:44,запустил test
21,15:46,стартовал grafana
21,17:22,перешел в status FINISHED
21,18:31,запустил test
21,18:33,стартовал grafana
21,18:34,перешел в status FAILED
21,18:52,запустил test
21,18:54,стартовал grafana
21,18:55,перешел в status FAILED
22,11:59,запустил test
23,00:01,стартовал grafana
23,00:04,перешел в status TEST_STOPPING
23,00:04,перешел в status CANCELED
23,12:15,запустил test
23,12:16,стартовал grafana
23,12:23,перешел в status FINISHED
23,17:52,команда создана в графане
23,17:52,команда создана
23,17:52,подписка для команды создана
23,17:52,зарегистрировался
23,17:52,команда создана в графане
23,17:52,команда создана
23,17:52,подписка для команды создана
23,17:52,зарегистрировался
23,18:52,запустил test
23,18:54,стартовал grafana
23,19:05,перешел в status TEST_STOPPING
23,19:05,перешел в status CANCELED
24,12:34,запустил test
24,12:37,стартовал grafana
24,12:37,перешел в status TEST_STOPPING
24,12:37,перешел в status CANCELED
24,13:44,запустил test
24,13:46,стартовал grafana
24,14:02,перешел в status TEST_STOPPING
24,14:02,перешел в status CANCELED
24,14:33,команда создана в графане
24,14:33,команда создана
24,14:33,зарегистрировался
24,14:33,подписка для команды создана
24,14:37,команда создана в графане
24,14:37,подписка для команды создана
24,14:37,команда создана
24,14:37,зарегистрировался
24,16:44,запустил test
24,16:47,стартовал grafana
24,17:09,перешел в status TEST_STOPPING
24,17:09,перешел в status CANCELED
25,13:45,команда создана в графане
25,13:45,подписка для команды создана
25,13:45,команда создана
25,13:45,зарегистрировался
25,21:22,команда создана в графане
25,21:22,подписка для команды создана
25,21:22,команда создана
26,11:50,запустил test
26,11:52,стартовал grafana
26,11:53,команда создана в графане
26,11:53,подписка для команды создана
26,11:53,команда создана
26,11:53,зарегистрировался
26,11:57,перешел в status FINISHED
26,12:23,запустил test
26,12:27,стартовал grafana
26,13:21,перешел в status FINISHED
26,21:42,запустил test
26,21:44,стартовал grafana
26,21:54,перешел в status TEST_STOPPING
26,21:54,перешел в status CANCELED
26,21:55,запустил test
26,21:59,стартовал grafana
26,22:19,перешел в status TEST_STOPPING
26,22:19,перешел в status CANCELED
26,22:52,команда создана в графане
26,22:52,команда создана
26,22:52,зарегистрировался
26,22:52,подписка для команды создана
26,22:52,ошибка регистрации
26,22:56,обновил подписку
26,23:35,команда создана в графане
26,23:35,подписка для команды создана
26,23:35,команда создана
27,00:02,запустил test
27,00:04,стартовал grafana
27,00:05,перешел в status FINISHED
27,00:15,запустил test
27,00:15,перешел в status FAILED
27,00:16,запустил test
27,00:16,перешел в status FAILED
27,00:16,запустил test
27,00:16,перешел в status FAILED
27,00:17,запустил test
27,00:17,перешел в status FAILED
27,00:18,запустил test
27,00:20,запустил test
27,00:20,перешел в status FAILED
27,00:21,запустил test
27,00:22,стартовал grafana
27,00:22,стартовал grafana
27,00:22,запустил test
27,00:25,стартовал grafana
27,00:27,перешел в status TEST_STOPPING
27,00:27,перешел в status CANCELED
27,00:27,перешел в status TEST_STOPPING
27,00:27,перешел в status CANCELED
27,00:28,перешел в status TEST_STOPPING
27,00:28,перешел в status CANCELED
27,00:28,запустил test
27,00:28,стартовал grafana
27,00:29,перешел в status TEST_STOPPING
27,00:29,перешел в status CANCELED
27,00:29,запустил test
27,00:30,стартовал grafana
27,00:32,перешел в status TEST_STOPPING
27,00:32,перешел в status CANCELED
27,00:33,запустил test
27,00:33,перешел в status TEST_STOPPING
27,00:34,перешел в status FAILED
27,00:35,запустил test
27,00:35,перешел в status FAILED
27,00:37,запустил test
27,00:37,перешел в status FAILED
27,00:38,запустил test
27,00:38,перешел в status TEST_STOPPING
27,00:39,перешел в status FAILED
27,00:39,запустил test
27,00:40,стартовал grafana
27,00:41,перешел в status TEST_STOPPING
27,00:41,перешел в status CANCELED
27,00:42,запустил test
27,00:42,стартовал grafana
27,00:44,перешел в status FINISHED
27,05:03,запустил test
27,05:05,стартовал grafana
27,06:40,перешел в status FINISHED
27,12:35,команда создана в графане
27,12:36,команда создана
27,12:36,подписка для команды создана
27,16:02,запустил test
27,16:04,стартовал grafana
27,17:12,перешел в status FINISHED
27,21:34,команда создана в графане
27,21:34,подписка для команды создана
27,21:34,команда создана
27,21:34,зарегистрировался
27,22:32,запустил test
27,22:34,стартовал grafana
28,00:35,перешел в status FINISHED
28,01:00,запустил test
28,01:01,стартовал grafana
28,03:30,перешел в status FINISHED
28,05:23,запустил test
28,05:25,стартовал grafana
28,07:51,перешел в status FINISHED
28,10:03,запустил test
28,10:04,стартовал grafana
28,10:09,перешел в status FINISHED
28,13:19,запустил test
28,13:21,стартовал grafana
28,13:24,запустил test
28,13:25,стартовал grafana
28,13:30,перешел в status TEST_STOPPING
28,13:30,перешел в status CANCELED
28,13:31,перешел в status TEST_STOPPING
28,13:31,перешел в status CANCELED
28,13:46,запустил test
28,13:48,стартовал grafana
28,13:54,перешел в status FINISHED
28,15:21,запустил test
28,15:22,стартовал grafana
28,15:24,перешел в status FINISHED
28,15:45,запустил test
28,15:47,стартовал grafana
28,15:47,перешел в status FINISHED
28,15:58,запустил test
28,16:00,стартовал grafana
28,16:01,перешел в status TEST_STOPPING
28,16:01,перешел в status CANCELED
28,16:05,запустил test
28,16:07,стартовал grafana
28,16:08,перешел в status FINISHED
28,16:12,команда создана в графане
28,16:12,подписка для команды создана
28,16:12,команда создана
28,16:12,зарегистрировался
28,16:20,запустил test
28,16:22,стартовал grafana
28,16:23,перешел в status FINISHED
28,16:30,запустил test
28,16:32,стартовал grafana
28,16:38,перешел в status FINISHED
28,16:54,ошибка регистрации
28,17:14,запустил test
28,17:16,стартовал grafana
28,17:21,перешел в status FINISHED
28,19:38,запустил test
28,19:40,стартовал grafana
28,19:43,перешел в status TEST_STOPPING
28,19:43,перешел в status CANCELED
28,19:50,запустил test
28,19:52,стартовал grafana
28,19:58,перешел в status FINISHED
29,12:21,запустил test
29,12:23,стартовал grafana
29,12:28,перешел в status FINISHED
29,16:02,запустил test
29,16:06,стартовал grafana
29,16:11,перешел в status TEST_STOPPING
29,16:11,перешел в status CANCELED
29,16:16,запустил test
29,16:18,стартовал grafana
29,17:34,перешел в status FINISHED
29,17:38,ошибка регистрации
30,05:04,запустил test
30,05:06,стартовал grafana
30,05:17,перешел в status TEST_STOPPING
30,05:17,перешел в status CANCELED
30,13:18,запустил test
30,13:22,стартовал grafana
30,13:57,перешел в status FAILED
30,14:41,запустил test
30,14:42,запустил test
30,14:43,стартовал grafana
30,14:45,стартовал grafana
30,15:18,перешел в status FAILED
30,15:27,перешел в status TEST_STOPPING
30,15:27,перешел в status CANCELED
30,16:29,команда создана в графане
30,16:29,команда создана
30,16:29,подписка для команды создана
30,16:29,зарегистрировался
31,02:50,команда создана в графане
31,02:50,подписка для команды создана
31,02:50,команда создана
31,02:50,зарегистрировался
31,12:37,команда создана в графане
31,12:37,подписка для команды создана
31,12:37,зарегистрировался
31,12:37,команда создана
31,17:56,запустил test
31,17:58,стартовал grafana
31,19:18,перешел в status FINISHED
32,12:05,запустил test
32,12:07,стартовал grafana
32,12:08,перешел в status TEST_STOPPING
32,12:08,перешел в status CANCELED
32,12:10,запустил test
32,12:10,стартовал grafana
32,12:15,перешел в status FINISHED
32,16:25,запустил test
32,16:27,стартовал grafana
32,22:36,перешел в status FINISHED
33,11:58,запустил test
33,11:59,стартовал grafana
33,13:27,перешел в status TEST_STOPPING
33,13:27,перешел в status CANCELED
33,14:01,запустил test
33,14:03,стартовал grafana
33,17:38,запустил test
33,17:38,стартовал grafana
33,17:41,перешел в status TEST_STOPPING
33,17:41,перешел в status CANCELED
33,18:03,перешел в status FINISHED
33,19:19,запустил test
33,19:20,перешел в status TEST_STOPPING
33,19:21,перешел в status FAILED
33,19:32,команда создана в графане
33,19:32,подписка для команды создана
33,19:32,команда создана
33,19:32,зарегистрировался
34,01:47,команда создана в графане
34,01:47,команда создана
34,01:47,подписка для команды создана
34,01:47,зарегистрировался
34,10:29,запустил test
34,10:31,стартовал grafana
34,10:36,перешел в status FINISHED
34,11:18,запустил test
34,11:19,стартовал grafana
34,11:20,запустил test
34,11:20,стартовал grafana
34,11:21,перешел в status FINISHED
34,11:23,перешел в status TEST_STOPPING
34,11:23,перешел в status CANCELED
34,12:00,запустил test
34,12:02,стартовал grafana
34,12:12,перешел в status FINISHED
34,12:21,запустил test
34,12:24,стартовал grafana
34,13:18,перешел в status TEST_STOPPING
34,13:18,перешел в status CANCELED
34,13:21,запустил test
34,13:23,стартовал grafana
34,13:40,запустил test
34,13:40,стартовал grafana
34,13:51,перешел в status FINISHED
34,14:05,запустил test
34,14:06,стартовал grafana
34,14:16,перешел в status FINISHED
34,14:24,запустил test
34,14:25,стартовал grafana
34,14:26,перешел в status TEST_STOPPING
34,14:26,перешел в status CANCELED
34,14:32,перешел в status TEST_STOPPING
34,14:32,перешел в status CANCELED
34,14:47,запустил test
34,14:49,стартовал grafana
34,16:02,перешел в status TEST_STOPPING
34,16:02,перешел в status CANCELED
34,17:32,запустил test
34,17:34,стартовал grafana
34,17:35,перешел в status TEST_STOPPING
34,17:35,перешел в status CANCELED
34,17:54,запустил test
34,17:56,стартовал grafana
34,17:57,перешел в status TEST_STOPPING
34,17:57,перешел в status CANCELED
34,18:16,запустил test
34,18:18,стартовал grafana
34,18:23,перешел в status FINISHED
34,18:27,запустил test
34,18:28,стартовал grafana
34,18:44,перешел в status FINISHED
34,22:57,команда создана в графане
34,22:57,команда создана
34,22:57,подписка для команды создана
34,22:57,зарегистрировался
35,08:11,команда создана в графане
35,08:11,команда создана
35,08:11,подписка для команды создана
35,08:11,зарегистрировался
35,09:01,ошибка регистрации
36,00:30,команда создана в графане
36,00:30,команда создана
36,00:30,подписка для команды создана
36,00:30,зарегистрировался
36,11:20,запустил test
36,11:20,перешел в status TEST_STOPPING
36,11:21,перешел в status FAILED
36,11:21,запустил test
36,11:22,стартовал grafana
36,11:37,перешел в status FINISHED
36,11:41,запустил test
36,11:41,перешел в status TEST_STOPPING
36,11:41,перешел в status FAILED
36,11:45,запустил test
36,11:47,стартовал grafana
36,11:56,перешел в status TEST_STOPPING
36,11:56,перешел в status CANCELED
36,14:39,команда создана в графане
36,14:39,подписка для команды создана
36,14:39,зарегистрировался
36,14:39,команда создана
36,16:31,запустил test
36,16:33,стартовал grafana
36,16:36,перешел в status TEST_STOPPING
36,16:36,перешел в status CANCELED
36,16:42,запустил test
36,16:44,стартовал grafana
36,16:52,перешел в status FINISHED
36,16:56,запустил test
36,16:58,стартовал grafana
36,17:05,перешел в status FINISHED
36,17:07,запустил test
36,17:08,стартовал grafana
36,17:20,перешел в status FINISHED
36,19:14,запустил test
36,19:14,перешел в status TEST_STOPPING
36,19:15,перешел в status FAILED
36,19:59,запустил test
36,19:59,перешел в status TEST_STOPPING
36,20:00,перешел в status FAILED
36,20:43,запустил test
36,20:43,запустил test
36,20:43,запустил test
36,20:43,запустил test
36,20:43,запустил test
36,20:43,запустил test
36,20:43,перешел в status TEST_STOPPING
36,20:43,перешел в status TEST_STOPPING
36,20:43,перешел в status TEST_STOPPING
36,20:43,перешел в status TEST_STOPPING
36,20:44,перешел в status TEST_STOPPING
36,20:44,перешел в status FAILED
36,20:44,перешел в status TEST_STOPPING
36,20:44,перешел в status FAILED
36,20:44,перешел в status FAILED
36,20:44,перешел в status FAILED
36,20:44,перешел в status FAILED
36,20:44,перешел в status FAILED
36,21:22,запустил test
36,21:25,стартовал grafana
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:28,запустил test
36,21:29,перешел в status TEST_STOPPING
36,21:29,стартовал grafana
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:29,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,стартовал grafana
36,21:30,стартовал grafana
36,21:30,стартовал grafana
36,21:30,стартовал grafana
36,21:30,стартовал grafana
36,21:30,стартовал grafana
36,21:30,стартовал grafana
36,21:30,перешел в status TEST_STOPPING
36,21:30,стартовал grafana
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status FAILED
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status TEST_STOPPING
36,21:30,перешел в status CANCELED
36,21:30,перешел в status TEST_STOPPING
36,21:31,стартовал grafana
36,21:31,стартовал grafana
36,21:31,стартовал grafana
36,21:31,стартовал grafana
36,21:31,перешел в status FAILED
36,21:31,стартовал grafana
36,21:31,стартовал grafana
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status FAILED
36,21:31,перешел в status FAILED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status FAILED
36,21:31,перешел в status FAILED
36,21:31,перешел в status FAILED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status FAILED
36,21:31,перешел в status FINISHED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status TEST_STOPPING
36,21:31,перешел в status CANCELED
36,21:31,перешел в status FAILED
36,21:33,перешел в status FAILED
36,21:33,перешел в status FAILED
36,21:33,перешел в status FAILED
36,21:33,перешел в status FAILED
36,21:33,перешел в status FAILED
36,21:33,перешел в status FAILED
36,21:34,запустил test
36,21:36,стартовал grafana
36,21:40,запустил test
36,21:40,запустил test
36,21:40,стартовал grafana
36,21:40,запустил test
36,21:41,запустил test
36,21:41,запустил test
36,21:42,стартовал grafana
36,21:42,запустил test
36,21:42,запустил test
36,21:43,стартовал grafana
36,21:43,запустил test
36,21:43,стартовал grafana
36,21:43,стартовал grafana
36,21:43,запустил test
36,21:44,стартовал grafana
36,21:44,запустил test
36,21:44,стартовал grafana
36,21:44,запустил test
36,21:45,запустил test
36,21:45,стартовал grafana
36,21:45,стартовал grafana
36,21:45,запустил test
36,21:46,запустил test
36,21:46,стартовал grafana
36,21:46,стартовал grafana
36,21:46,запустил test
36,21:47,запустил test
36,21:47,стартовал grafana
36,21:47,стартовал grafana
36,21:47,стартовал grafana
36,21:47,запустил test
36,21:48,запустил test
36,21:48,стартовал grafana
36,21:48,запустил test
36,21:49,запустил test
36,21:49,стартовал grafana
36,21:49,стартовал grafana
36,21:49,запустил test
36,21:50,запустил test
36,21:50,стартовал grafana
36,21:50,стартовал grafana
36,21:50,стартовал grafana
36,21:50,запустил test
36,21:51,запустил test
36,21:51,запустил test
36,21:52,стартовал grafana
36,21:52,запустил test
36,21:52,стартовал grafana
36,21:52,стартовал grafana
36,21:52,запустил test
36,21:53,запустил test
36,21:53,стартовал grafana
36,21:53,стартовал grafana
36,21:53,запустил test
36,21:54,стартовал grafana
36,21:54,запустил test
36,21:54,стартовал grafana
36,21:54,запустил test
36,21:55,запустил test
36,21:55,стартовал grafana
36,21:55,запустил test
36,21:56,стартовал grafana
36,21:56,запустил test
36,21:56,стартовал grafana
36,21:56,запустил test
36,21:57,стартовал grafana
36,21:57,запустил test
36,21:57,стартовал grafana
36,21:57,стартовал grafana
36,21:57,запустил test
36,21:58,запустил test
36,21:58,стартовал grafana
36,21:58,запустил test
36,21:59,стартовал grafana
36,21:59,запустил test
36,21:59,стартовал grafana
36,21:59,запустил test
36,22:00,стартовал grafana
36,22:00,запустил test
36,22:00,стартовал grafana
36,22:00,стартовал grafana
36,22:00,запустил test
36,22:01,запустил test
36,22:01,стартовал grafana
36,22:01,запустил test
36,22:02,запустил test
36,22:02,стартовал grafana
36,22:02,стартовал grafana
36,22:02,запустил test
36,22:03,стартовал grafana
36,22:03,запустил test
36,22:03,стартовал grafana
36,22:03,стартовал grafana
36,22:03,запустил test
36,22:04,запустил test
36,22:04,стартовал grafana
36,22:04,стартовал grafana
36,22:04,запустил test
36,22:05,запустил test
36,22:05,запустил test
36,22:05,стартовал grafana
36,22:06,стартовал grafana
36,22:06,запустил test
36,22:06,стартовал grafana
36,22:06,запустил test
36,22:07,стартовал grafana
36,22:07,стартовал grafana
36,22:07,запустил test
36,22:07,запустил test
36,22:08,запустил test
36,22:08,стартовал grafana
36,22:08,запустил test
36,22:08,перешел в status FAILED
36,22:09,стартовал grafana
36,22:09,перешел в status FAILED
36,22:09,стартовал grafana
36,22:09,запустил test
36,22:09,перешел в status FAILED
36,22:09,стартовал grafana
36,22:09,запустил test
36,22:10,стартовал grafana
36,22:10,запустил test
36,22:10,запустил test
36,22:11,запустил test
36,22:11,перешел в status FAILED
36,22:11,перешел в status FAILED
36,22:11,стартовал grafana
36,22:11,запустил test
36,22:11,перешел в status FAILED
36,22:12,стартовал grafana
36,22:12,запустил test
36,22:12,перешел в status FAILED
36,22:12,запустил test
36,22:12,перешел в status FAILED
36,22:13,запустил test
36,22:13,перешел в status FAILED
36,22:13,запустил test
36,22:13,перешел в status FAILED
36,22:14,запустил test
36,22:14,перешел в status FAILED
36,22:14,запустил test
36,22:14,перешел в status FAILED
36,22:15,запустил test
36,22:15,перешел в status FAILED
36,22:15,запустил test
36,22:15,перешел в status FAILED
36,22:16,запустил test
36,22:16,перешел в status FAILED
36,22:16,запустил test
36,22:16,перешел в status FAILED
36,22:17,запустил test
36,22:17,перешел в status FAILED
36,22:17,запустил test
36,22:17,перешел в status FAILED
36,22:18,запустил test
36,22:18,перешел в status FAILED
36,22:18,запустил test
36,22:18,перешел в status FAILED
36,22:19,запустил test
36,22:19,перешел в status FAILED
36,22:19,запустил test
36,22:19,перешел в status FAILED
36,22:20,запустил test
36,22:20,перешел в status FAILED
36,22:20,запустил test
36,22:20,перешел в status FAILED
36,22:21,запустил test
36,22:21,перешел в status FAILED
36,22:21,запустил test
36,22:21,перешел в status FAILED
36,22:22,запустил test
36,22:22,запустил test
36,22:24,запустил test
36,22:24,стартовал grafana
36,22:24,запустил test
36,22:24,перешел в status FAILED
36,22:24,перешел в status FAILED
36,22:24,стартовал grafana
36,22:27,запустил test
36,22:29,стартовал grafana
36,22:30,запустил test
36,22:30,перешел в status FAILED
36,22:33,запустил test
36,22:35,стартовал grafana
36,22:36,запустил test
36,22:38,стартовал grafana
36,22:39,запустил test
36,22:41,стартовал grafana
36,22:42,запустил test
36,22:44,стартовал grafana
36,22:45,запустил test
36,22:46,стартовал grafana
36,22:48,запустил test
36,22:50,стартовал grafana
36,22:51,запустил test
36,22:52,запустил test
36,22:52,запустил test
36,22:52,стартовал grafana
36,22:53,запустил test
36,22:54,стартовал grafana
36,22:54,стартовал grafana
36,22:55,запустил test
36,22:55,стартовал grafana
36,22:56,запустил test
36,22:57,стартовал grafana
36,22:58,запустил test
36,22:59,стартовал grafana
36,22:59,запустил test
36,23:00,стартовал grafana
36,23:01,запустил test
36,23:02,стартовал grafana
36,23:02,запустил test
36,23:03,стартовал grafana
36,23:04,запустил test
36,23:05,стартовал grafana
36,23:05,запустил test
36,23:06,стартовал grafana
36,23:07,запустил test
